"","transition","trans_no","avg_time","SE_time"
"1","herb_large->non_herb_large",1,48.1703884303425,3.68524545812226
"2","herb_large->non_herb_large",2,21.9192980324032,1.5816186235225
"3","herb_large->non_herb_large",3,13.5515721164471,0.972325944100825
"4","herb_large->non_herb_large",4,10.2131112471921,0.770790028136926
"5","herb_small->non_herb_large",1,24.4997636147206,2.95717984407548
"6","herb_small->non_herb_large",2,11.9344558646742,1.04211017561095
"7","non_herb_large->herb_small",1,19.9083276523331,2.8284133617806
"8","herb_small->herb_large",1,71.6052618414854,4.55212168147732
"9","herb_small->herb_large",2,45.0965916576452,1.70303594966688
"10","herb_small->herb_large",3,33.5989345367403,1.22138851900307
"11","herb_small->herb_large",4,26.8987058919803,1.00084861633347
"12","herb_small->herb_large",5,22.4856256751819,0.696040104425674
"13","herb_small->herb_large",6,18.9915700536088,0.575292064183544
"14","herb_small->herb_large",7,16.5918566944213,0.535261509799237
"15","herb_small->herb_large",8,14.4097341195047,0.479187011298012
"16","herb_small->herb_large",9,12.5094957605448,0.45742178475959
"17","herb_small->herb_large",10,10.7073124153208,0.409976377450854
"18","herb_small->herb_large",11,8.50633520154456,0.33407109626538
"19","herb_small->herb_large",12,7.00059659821718,0.304979366032598
"20","herb_small->herb_large",13,5.75967578636062,0.259268996849
"21","herb_small->herb_large",14,4.81156186896921,0.220926160795865
"22","herb_small->herb_large",15,3.96635143734213,0.189595802998363
"23","herb_small->herb_large",16,3.31053940204732,0.155064711539822
"24","herb_small->herb_large",17,2.68381303814461,0.115097638336887
"25","herb_small->herb_large",18,2.20782378600131,0.088335982477029
"26","herb_small->herb_large",19,1.8190963755778,0.0807659151975691
"27","herb_small->herb_large",20,1.50629796048835,0.0787309195782786
"28","herb_small->herb_large",21,1.19346190448078,0.0725211200227724
"29","herb_small->herb_large",22,0.87937208753282,0.0608479365224946
"30","herb_small->herb_large",23,0.670247395485775,0.0530690089488524
"31","herb_small->herb_large",24,0.522851094665286,0.0464477468780603
"32","herb_small->herb_large",25,0.384834604456213,0.0362436768953366
"33","herb_small->herb_large",26,0.330747626070234,0.0332804416208128
"34","herb_small->herb_large",27,0.276307846468702,0.0316820881676078
"35","non_herb_large->non_herb_small",1,125.251753612571,5.9642272814921
"36","non_herb_large->non_herb_small",2,97.884983725399,4.99713974313219
"37","non_herb_large->non_herb_small",3,72.9568252707792,2.75218651030115
"38","non_herb_large->non_herb_small",4,62.229578709394,2.25245788131831
"39","non_herb_large->non_herb_small",5,54.509408051324,1.92068691695762
"40","non_herb_large->non_herb_small",6,49.0712164637025,1.85258390844662
"41","non_herb_large->non_herb_small",7,44.3113090930518,1.73611425606286
"42","non_herb_large->non_herb_small",8,39.5726222976038,1.61320245163956
"43","non_herb_large->non_herb_small",9,35.6121926355732,1.48117641437079
"44","non_herb_large->non_herb_small",10,31.8427759030758,1.30456462852962
"45","non_herb_large->non_herb_small",11,28.5360340178583,1.15705480684169
"46","non_herb_large->non_herb_small",12,25.5676886632512,0.988268989982105
"47","non_herb_large->non_herb_small",13,23.3375156535795,0.912259283122469
"48","non_herb_large->non_herb_small",14,21.7983074935051,0.850385993652486
"49","non_herb_large->non_herb_small",15,20.1894297953396,0.806925678929457
"50","non_herb_large->non_herb_small",16,18.7910273381922,0.766515794367015
"51","non_herb_large->non_herb_small",17,17.5014867060779,0.72037342477858
"52","non_herb_large->non_herb_small",18,16.0684631024801,0.683618401486122
"53","non_herb_large->non_herb_small",19,14.8133754603099,0.635204052884988
"54","non_herb_large->non_herb_small",20,13.3671502542609,0.558954464808165
"55","non_herb_large->non_herb_small",21,12.3119626732389,0.522215613734778
"56","non_herb_large->non_herb_small",22,11.4998097546239,0.498939735020058
"57","non_herb_large->non_herb_small",23,10.7095233428758,0.46695270853444
"58","non_herb_large->non_herb_small",24,9.72902592898519,0.446907945782354
"59","non_herb_large->non_herb_small",25,9.02645359627797,0.42047267966512
"60","non_herb_large->non_herb_small",26,8.49632757186061,0.406560189580025
"61","non_herb_large->non_herb_small",27,7.77898635982133,0.37169369457912
"62","non_herb_large->non_herb_small",28,7.09535556233859,0.340958045299377
"63","non_herb_large->non_herb_small",29,6.4905041184614,0.321363945469003
"64","non_herb_large->non_herb_small",30,6.03760551046513,0.305089317545074
"65","non_herb_large->non_herb_small",31,5.48193693341797,0.27841327531106
"66","non_herb_large->non_herb_small",32,5.04443651605266,0.238034950690584
"67","non_herb_large->non_herb_small",33,4.63558145008273,0.221621816883303
"68","non_herb_large->non_herb_small",34,4.25022190728069,0.20683086025328
"69","non_herb_large->non_herb_small",35,3.87758887983167,0.199688001433381
"70","non_herb_large->non_herb_small",36,3.61508744651075,0.199102156995784
"71","non_herb_large->non_herb_small",37,3.26396345774336,0.191122398264454
"72","non_herb_large->non_herb_small",38,2.98916525300437,0.181300736724677
"73","non_herb_large->non_herb_small",39,2.79419292927407,0.173633954923139
"74","non_herb_large->non_herb_small",40,2.57636060352006,0.165476122036036
"75","non_herb_large->non_herb_small",41,2.35641824803291,0.149373283796359
"76","non_herb_large->non_herb_small",42,2.13031042897254,0.137051863203363
"77","non_herb_large->non_herb_small",43,1.95284799786225,0.132900341009531
"78","non_herb_large->non_herb_small",44,1.75189226065912,0.131464070159564
"79","non_herb_large->non_herb_small",45,1.65817302082024,0.126698547219953
"80","non_herb_large->non_herb_small",46,1.47379942371313,0.119555637984461
"81","non_herb_large->non_herb_small",47,1.28714914161007,0.111135795811976
"82","non_herb_large->non_herb_small",48,1.17693380686466,0.110133844392234
"83","non_herb_large->non_herb_small",49,1.1359919289332,0.112380822411228
"84","non_herb_large->non_herb_small",50,1.03682484947021,0.11627807537345
"85","non_herb_large->herb_large",1,87.4676773397973,3.80364474343432
"86","non_herb_large->herb_large",2,67.5702780623738,1.7653239995991
"87","non_herb_large->herb_large",3,56.0647740183139,2.01540963174094
"88","non_herb_large->herb_large",4,42.2570851710714,1.91966827574245
"89","non_herb_large->herb_large",5,29.5058030969107,1.59173927520674
"90","non_herb_large->herb_large",6,20.8648030713866,1.34731394907775
"91","non_herb_large->herb_large",7,14.68359627051,1.05926323093156
"92","non_herb_large->herb_large",8,10.901555732986,0.838761807942374
"93","non_herb_large->herb_large",9,7.55645316860647,0.632339047307265
"94","non_herb_large->herb_large",10,5.32745315835847,0.491963862191134
"95","non_herb_large->herb_large",11,3.71654984602306,0.331755343987707
"96","non_herb_large->herb_large",12,2.79653094152957,0.25343610719457
"97","non_herb_large->herb_large",13,2.15795668747833,0.216598956493022
"98","non_herb_large->herb_large",14,1.50639411541319,0.158028771009138
"99","non_herb_large->herb_large",15,1.10989216143702,0.143001755358838
"100","non_herb_large->herb_large",16,0.949944280160604,0.148915151994732
"101","non_herb_large->herb_large",17,0.729902596653415,0.126907700289202
"102","non_herb_small->non_herb_large",1,113.750150462715,3.78025953420942
"103","non_herb_small->non_herb_large",2,69.2867930277526,2.86781856995132
"104","non_herb_small->non_herb_large",3,48.7751450295742,1.96617930476163
"105","non_herb_small->non_herb_large",4,36.7416680437694,1.3957195973394
"106","non_herb_small->non_herb_large",5,28.8227139082556,1.17024450597643
"107","non_herb_small->non_herb_large",6,23.0968056302219,0.985947884745404
"108","non_herb_small->non_herb_large",7,18.9478627486283,0.724070603733083
"109","non_herb_small->non_herb_large",8,16.1199134704526,0.557746496465729
"110","non_herb_small->non_herb_large",9,14.1077196967452,0.492178249914707
"111","non_herb_small->non_herb_large",10,12.4644407933965,0.423355833034441
"112","non_herb_small->non_herb_large",11,11.110506377995,0.388472860282577
"113","non_herb_small->non_herb_large",12,9.78288212223328,0.33835816400897
"114","non_herb_small->non_herb_large",13,8.46045832028569,0.310146743660682
"115","non_herb_small->non_herb_large",14,7.61237958254201,0.268889437617006
"116","non_herb_small->non_herb_large",15,6.74023487213357,0.240725438866254
"117","non_herb_small->non_herb_large",16,5.92914993832185,0.217049125134163
"118","non_herb_small->non_herb_large",17,5.26853643136891,0.200273218879718
"119","non_herb_small->non_herb_large",18,4.73094049636661,0.188907577036036
"120","non_herb_small->non_herb_large",19,4.10238015097528,0.178746507778541
"121","non_herb_small->non_herb_large",20,3.70069718866529,0.175087357907125
"122","non_herb_small->non_herb_large",21,3.23872127548303,0.176519070600934
"123","non_herb_small->non_herb_large",22,2.7113582432438,0.156109914153714
"124","non_herb_small->non_herb_large",23,2.19396972080778,0.152592930221072
"125","non_herb_small->non_herb_large",24,1.7529803733926,0.136463145708441
"126","non_herb_small->non_herb_large",25,1.41758582550322,0.12489849034927
"127","non_herb_small->non_herb_large",26,1.14700841223264,0.111111716460468
"128","non_herb_small->non_herb_large",27,0.965380980685787,0.0978529409683837
"129","non_herb_small->non_herb_large",28,0.770250101256254,0.0809082193190748
"130","non_herb_small->non_herb_large",29,0.624101121554499,0.0772744161564325
"131","herb_large->herb_small",1,61.316156911,5.53141491472449
"132","herb_large->herb_small",2,32.3896193056107,3.30746052784053
"133","herb_large->herb_small",3,20.6039382424789,1.63126809455912
"134","herb_large->herb_small",4,15.2661098826145,1.06584132307069
"135","herb_large->herb_small",5,11.7750459266207,0.60279059067268
"136","herb_large->herb_small",6,8.98148217358575,0.401463236613954
"137","herb_large->herb_small",7,7.46213852388645,0.374501091535547
"138","herb_large->herb_small",8,5.64418091431251,0.294387905613416
"139","herb_large->herb_small",9,4.42938179754072,0.264687116231174
"140","herb_large->herb_small",10,3.29842154498451,0.2213258763757
"141","herb_large->herb_small",11,2.6308936904076,0.180205842688389
"142","herb_large->herb_small",12,1.93137071190893,0.142054759716077
"143","herb_large->herb_small",13,1.47378789818091,0.122490581762536
"144","herb_large->herb_small",14,1.03751820171176,0.0993603022586205
"145","herb_large->herb_small",15,0.777015793519102,0.0814398195284941
"146","herb_large->herb_small",16,0.557449818509655,0.0700304914632022
"147","herb_large->herb_small",17,0.450443632718128,0.0775265824209155
"148","herb_small->non_herb_small",1,145.208961480126,4.8292226546765
"149","herb_small->non_herb_small",2,106.751486436826,4.60140725919997
"150","herb_small->non_herb_small",3,79.0666695186087,3.16722689768291
"151","herb_small->non_herb_small",4,59.9059667656829,1.95417820176182
"152","herb_small->non_herb_small",5,52.4666415372822,1.4886529639206
"153","herb_small->non_herb_small",6,47.3146222441667,1.23082972138394
"154","herb_small->non_herb_small",7,42.8542279581664,1.06313235167688
"155","herb_small->non_herb_small",8,39.4667618789616,0.987554687299253
"156","herb_small->non_herb_small",9,36.3170746269043,0.932759390627844
"157","herb_small->non_herb_small",10,33.8789632528388,0.865769382784023
"158","herb_small->non_herb_small",11,31.4111010091992,0.785006129410914
"159","herb_small->non_herb_small",12,29.5016900023273,0.731450716155305
"160","herb_small->non_herb_small",13,28.0472126605404,0.690352941677295
"161","herb_small->non_herb_small",14,26.1876426658797,0.631582755789099
"162","herb_small->non_herb_small",15,24.9058251295825,0.596980887010024
"163","herb_small->non_herb_small",16,23.9066140664771,0.57264842662203
"164","herb_small->non_herb_small",17,22.6348603486276,0.533892346546317
"165","herb_small->non_herb_small",18,21.5846124486571,0.498814003719105
"166","herb_small->non_herb_small",19,20.5717923596316,0.468872177154759
"167","herb_small->non_herb_small",20,19.6810972250508,0.447502953066937
"168","herb_small->non_herb_small",21,18.7230926754014,0.409949932951992
"169","herb_small->non_herb_small",22,17.8587006776471,0.385759659322588
"170","herb_small->non_herb_small",23,17.2799717404261,0.370585492343067
"171","herb_small->non_herb_small",24,16.6670901694075,0.349518904947343
"172","herb_small->non_herb_small",25,16.0871851306627,0.339325288482589
"173","herb_small->non_herb_small",26,15.5366415469192,0.306058637634839
"174","herb_small->non_herb_small",27,14.9090575620096,0.28355488980333
"175","herb_small->non_herb_small",28,14.4482371106735,0.27811387939669
"176","herb_small->non_herb_small",29,13.9147585994289,0.268344215748157
"177","herb_small->non_herb_small",30,13.3985748406333,0.252001808616514
"178","herb_small->non_herb_small",31,12.9259410048885,0.245911152522136
"179","herb_small->non_herb_small",32,12.4377498873536,0.232355157190696
"180","herb_small->non_herb_small",33,11.9887142082233,0.228537502451628
"181","herb_small->non_herb_small",34,11.5912991917222,0.222273707527352
"182","herb_small->non_herb_small",35,11.1413015546812,0.216785024656006
"183","herb_small->non_herb_small",36,10.8223653244377,0.214974384898853
"184","herb_small->non_herb_small",37,10.3853151155696,0.21446195927038
"185","herb_small->non_herb_small",38,10.0461793896302,0.212456759818064
"186","herb_small->non_herb_small",39,9.65211053343076,0.206405913517381
"187","herb_small->non_herb_small",40,9.33159748364351,0.211351751221044
"188","herb_small->non_herb_small",41,8.9996891786379,0.210847729799626
"189","herb_small->non_herb_small",42,8.6404700042804,0.215454697796583
"190","herb_small->non_herb_small",43,8.25148663887809,0.210326881986857
"191","herb_small->non_herb_small",44,7.93563036613569,0.20946603297193
"192","herb_small->non_herb_small",45,7.56426090120556,0.207629922151706
"193","herb_small->non_herb_small",46,7.27457315651407,0.21159324283243
"194","herb_small->non_herb_small",47,6.99275293377909,0.208303052897036
"195","herb_small->non_herb_small",48,6.73480466776433,0.205082183158149
"196","herb_small->non_herb_small",49,6.48659284167303,0.201559536272102
"197","herb_small->non_herb_small",50,6.19471991251855,0.197637439854634
"198","herb_small->non_herb_small",51,5.9070631902071,0.192031634441404
"199","herb_small->non_herb_small",52,5.68940672051552,0.191901951382506
"200","herb_small->non_herb_small",53,5.45577177726339,0.186526578124037
"201","herb_small->non_herb_small",54,5.24982988731746,0.183568280077956
"202","herb_small->non_herb_small",55,4.99147646363897,0.178305297489165
"203","herb_small->non_herb_small",56,4.7429350304848,0.170908162249783
"204","herb_small->non_herb_small",57,4.52494150702138,0.162990674349496
"205","herb_small->non_herb_small",58,4.35309521842806,0.161755515177958
"206","herb_small->non_herb_small",59,4.11605083030109,0.156210406240375
"207","herb_small->non_herb_small",60,3.89379298683041,0.15062055465727
"208","herb_small->non_herb_small",61,3.67818549858434,0.1461822120751
"209","herb_small->non_herb_small",62,3.51146116051753,0.14300560474119
"210","herb_small->non_herb_small",63,3.31682597752728,0.138141821695101
"211","herb_small->non_herb_small",64,3.14900958802185,0.134339838249903
"212","herb_small->non_herb_small",65,2.97049427407268,0.12883751904157
"213","herb_small->non_herb_small",66,2.83026548122723,0.124405061225337
"214","herb_small->non_herb_small",67,2.67252012687493,0.123880779104623
"215","herb_small->non_herb_small",68,2.5091394060897,0.121094207488393
"216","herb_small->non_herb_small",69,2.36312505295306,0.118039151943442
"217","herb_small->non_herb_small",70,2.20998808987937,0.111970125929494
"218","herb_small->non_herb_small",71,2.08718743765391,0.106981049756169
"219","herb_small->non_herb_small",72,1.92701483195486,0.0985435602949352
"220","herb_small->non_herb_small",73,1.83047280939677,0.0934375169339612
"221","herb_small->non_herb_small",74,1.72667267353049,0.0879564192309138
"222","herb_small->non_herb_small",75,1.60113372922959,0.0827354318650746
"223","herb_small->non_herb_small",76,1.50132734337453,0.0783845984971613
"224","herb_small->non_herb_small",77,1.41653060491004,0.0769110884841613
"225","herb_small->non_herb_small",78,1.33446666472098,0.0750401488426675
"226","herb_small->non_herb_small",79,1.24208792443388,0.0739714876311138
"227","herb_small->non_herb_small",80,1.15174781753659,0.0719073798853776
"228","herb_small->non_herb_small",81,1.07864145950883,0.0703693458278577
"229","herb_small->non_herb_small",82,1.00407273370222,0.0683569301013349
"230","herb_small->non_herb_small",83,0.956201971170657,0.068913160556817
"231","herb_small->non_herb_small",84,0.911324287493289,0.0673420467694973
"232","herb_small->non_herb_small",85,0.82957907345979,0.0635745642642717
"233","herb_small->non_herb_small",86,0.772851837743384,0.0630473016860316
"234","herb_small->non_herb_small",87,0.704965194688423,0.0611876940297843
"235","herb_small->non_herb_small",88,0.658018194387083,0.0584592808587513
"236","herb_small->non_herb_small",89,0.612144576415136,0.057913936493611
"237","herb_small->non_herb_small",90,0.591883872230851,0.0577882191294463
"238","herb_small->non_herb_small",91,0.577756985095856,0.0588082508957726
"239","herb_small->non_herb_small",92,0.502589912965094,0.0548058982327077
"240","herb_small->non_herb_small",93,0.466379957116295,0.0558856729914277
"241","herb_small->non_herb_small",94,0.466055015122655,0.0579199682121755
"242","herb_small->non_herb_small",95,0.440755876253141,0.0606747767738737
"243","herb_small->non_herb_small",96,0.397644306694951,0.0622131960659221
"244","non_herb_small->herb_small",1,135.330232036202,4.64676423359295
"245","non_herb_small->herb_small",2,97.3936689275517,4.13175264689955
"246","non_herb_small->herb_small",3,75.3126623358091,2.69701556849404
"247","non_herb_small->herb_small",4,62.8114935664798,1.9186742222232
"248","non_herb_small->herb_small",5,54.0043238665952,1.26886019473464
"249","non_herb_small->herb_small",6,47.9239359038326,1.17227677966849
"250","non_herb_small->herb_small",7,44.2553363550505,1.13618017447165
"251","non_herb_small->herb_small",8,40.5495802920813,1.06965991561677
"252","non_herb_small->herb_small",9,37.2152441046445,0.987378230068399
"253","non_herb_small->herb_small",10,33.921488114441,0.974686678708365
"254","non_herb_small->herb_small",11,30.9742452272786,0.921868011979254
"255","non_herb_small->herb_small",12,28.5954727511598,0.87931360985127
"256","non_herb_small->herb_small",13,26.3512219904762,0.831625137426288
"257","non_herb_small->herb_small",14,24.2844761342969,0.750434598724251
"258","non_herb_small->herb_small",15,22.6427308098789,0.681846794125522
"259","non_herb_small->herb_small",16,21.033159393256,0.606611857994746
"260","non_herb_small->herb_small",17,19.6224634926487,0.564851626154452
"261","non_herb_small->herb_small",18,18.4493370420382,0.491366051838889
"262","non_herb_small->herb_small",19,17.6166811448719,0.44660642966286
"263","non_herb_small->herb_small",20,16.6726835428269,0.395226057166521
"264","non_herb_small->herb_small",21,15.9818552046817,0.387130058684392
"265","non_herb_small->herb_small",22,15.407482729882,0.376108228895806
"266","non_herb_small->herb_small",23,14.7673441540329,0.35410236704792
"267","non_herb_small->herb_small",24,14.0578713672797,0.312999386531727
"268","non_herb_small->herb_small",25,13.5313407834516,0.31029768363835
"269","non_herb_small->herb_small",26,12.9338851852732,0.307088898298713
"270","non_herb_small->herb_small",27,12.4350315977387,0.293970068864874
"271","non_herb_small->herb_small",28,11.8638478052943,0.26881796102858
"272","non_herb_small->herb_small",29,11.4075253228123,0.261555440389062
"273","non_herb_small->herb_small",30,10.8895109238482,0.253678107344065
"274","non_herb_small->herb_small",31,10.4772867024896,0.24495929659098
"275","non_herb_small->herb_small",32,10.0849310369718,0.236813225558692
"276","non_herb_small->herb_small",33,9.6917624868575,0.229649832895721
"277","non_herb_small->herb_small",34,9.35694119336292,0.219132039135286
"278","non_herb_small->herb_small",35,8.9722042740124,0.205885541319539
"279","non_herb_small->herb_small",36,8.72855195110544,0.202545830418662
"280","non_herb_small->herb_small",37,8.36837142050405,0.1867128953992
"281","non_herb_small->herb_small",38,8.04593398878077,0.177143575407863
"282","non_herb_small->herb_small",39,7.80570268425184,0.173866741712445
"283","non_herb_small->herb_small",40,7.54862228834814,0.16603389557469
"284","non_herb_small->herb_small",41,7.2760506319806,0.155720669242212
"285","non_herb_small->herb_small",42,7.04331375730285,0.148707873715656
"286","non_herb_small->herb_small",43,6.82160610373884,0.140502879306597
"287","non_herb_small->herb_small",44,6.60701713714414,0.135872047757258
"288","non_herb_small->herb_small",45,6.40019787401164,0.131725353059127
"289","non_herb_small->herb_small",46,6.19651625154902,0.125879709534997
"290","non_herb_small->herb_small",47,6.01544587418307,0.116983839632595
"291","non_herb_small->herb_small",48,5.82695463200544,0.114351041085872
"292","non_herb_small->herb_small",49,5.65737246233979,0.108901768004341
"293","non_herb_small->herb_small",50,5.48793556428034,0.105134533366008
"294","non_herb_small->herb_small",51,5.34291449672891,0.103026934667227
"295","non_herb_small->herb_small",52,5.18400235526722,0.0987195880741921
"296","non_herb_small->herb_small",53,5.04659425379424,0.0931374521017006
"297","non_herb_small->herb_small",54,4.92270278903792,0.0905429643178485
"298","non_herb_small->herb_small",55,4.7925773592319,0.0899049857286305
"299","non_herb_small->herb_small",56,4.65042171681043,0.0866400622601271
"300","non_herb_small->herb_small",57,4.51456219501916,0.0873948376819592
"301","non_herb_small->herb_small",58,4.39220331969489,0.083762442653026
"302","non_herb_small->herb_small",59,4.27961954218382,0.0820508664751094
"303","non_herb_small->herb_small",60,4.17485148454357,0.0807300922532442
"304","non_herb_small->herb_small",61,4.05254221472826,0.0797403645776693
"305","non_herb_small->herb_small",62,3.92674751290438,0.0785683597296453
"306","non_herb_small->herb_small",63,3.80500898922789,0.0756273773568188
"307","non_herb_small->herb_small",64,3.69439342624875,0.073550397457863
"308","non_herb_small->herb_small",65,3.58491427576719,0.071972977159698
"309","non_herb_small->herb_small",66,3.48157476223646,0.0730169011361524
"310","non_herb_small->herb_small",67,3.35871607664223,0.071142589768735
"311","non_herb_small->herb_small",68,3.25506300380194,0.0713576738411248
"312","non_herb_small->herb_small",69,3.15586260691061,0.0711990014086502
"313","non_herb_small->herb_small",70,3.06039765241584,0.0701126859582777
"314","non_herb_small->herb_small",71,2.96485016225713,0.0706340825044664
"315","non_herb_small->herb_small",72,2.8559200103692,0.0682850073199808
"316","non_herb_small->herb_small",73,2.76129898351098,0.0690190802234912
"317","non_herb_small->herb_small",74,2.6782038182697,0.0696138862414451
"318","non_herb_small->herb_small",75,2.58010341873121,0.0671458263303748
"319","non_herb_small->herb_small",76,2.49705299768574,0.0660574702179775
"320","non_herb_small->herb_small",77,2.41729571857369,0.0662788604065898
"321","non_herb_small->herb_small",78,2.33059269842369,0.0661544018239882
"322","non_herb_small->herb_small",79,2.24967129369944,0.0652112429920791
"323","non_herb_small->herb_small",80,2.15898136876463,0.0646028099779365
"324","non_herb_small->herb_small",81,2.07792475503233,0.0627576608921577
"325","non_herb_small->herb_small",82,1.99321215772793,0.0609638758339612
"326","non_herb_small->herb_small",83,1.90631419206722,0.0602803329132764
"327","non_herb_small->herb_small",84,1.82791526427536,0.0598558442562855
"328","non_herb_small->herb_small",85,1.75168988947098,0.0594596896420545
"329","non_herb_small->herb_small",86,1.67121128743325,0.0582267794723838
"330","non_herb_small->herb_small",87,1.5982863032854,0.0580097629721001
"331","non_herb_small->herb_small",88,1.52477918609372,0.05740780444707
"332","non_herb_small->herb_small",89,1.45079803111577,0.0568874688379892
"333","non_herb_small->herb_small",90,1.38581473721626,0.0545603888177518
"334","non_herb_small->herb_small",91,1.30794529687103,0.053042386422778
"335","non_herb_small->herb_small",92,1.24910945070467,0.0526009044182175
"336","non_herb_small->herb_small",93,1.19079675717059,0.0516989055531407
"337","non_herb_small->herb_small",94,1.13031231415027,0.0515922323755272
"338","non_herb_small->herb_small",95,1.07767719891205,0.050520963256359
"339","non_herb_small->herb_small",96,1.01764880187357,0.048718865180274
"340","non_herb_small->herb_small",97,0.960411869764213,0.047197152077327
"341","non_herb_small->herb_small",98,0.893962676423202,0.0455455907969178
"342","non_herb_small->herb_small",99,0.833062441788767,0.0438535734923715
"343","non_herb_small->herb_small",100,0.771169980696699,0.0416885071457116
"344","non_herb_small->herb_small",101,0.717785856595012,0.0391265584245197
"345","non_herb_small->herb_small",102,0.674964012731662,0.0370154103901363
"346","non_herb_small->herb_small",103,0.630940735017188,0.0366245260467484
"347","non_herb_small->herb_small",104,0.599071594692053,0.0364120831583079
"348","non_herb_small->herb_small",105,0.562844135204261,0.0341744384314469
"349","non_herb_small->herb_small",106,0.526645906923372,0.032376884438889
"350","non_herb_small->herb_small",107,0.502391068955203,0.0314263787958329
"351","non_herb_small->herb_small",108,0.457775758322317,0.0305568498866433
"352","non_herb_small->herb_small",109,0.420207158402596,0.0293781663691033
"353","non_herb_small->herb_small",110,0.385055373863388,0.027646441686276
"354","non_herb_small->herb_small",111,0.354640477749582,0.0270901499755645
"355","non_herb_small->herb_small",112,0.340679923763943,0.0266956993549515
"356","non_herb_small->herb_small",113,0.311888395007448,0.0253300388688056
"357","non_herb_small->herb_small",114,0.298982078227275,0.0252975028427993
"358","non_herb_small->herb_small",115,0.278869921250167,0.0242073193797615
"359","non_herb_small->herb_small",116,0.262764635678729,0.0239184566858618
"360","non_herb_small->herb_small",117,0.241422039430145,0.0236756615638601
"361","non_herb_small->herb_small",118,0.2168482903247,0.0232834462804693
"362","non_herb_small->herb_small",119,0.216364678698088,0.0228031619196643
